data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
21/12/2010;10:19:00;41;com vitima;529,1;BR-116/RS;Sul;Colisao Traseira;0;0;0;1;0;0;;;;;0;1;1;0;0
21/12/2010;21:51:00;104;com vitima;578,3;BR-116/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;1;1;1;0;0
23/12/2010;02:38:00;11;com vitima;411,4;BR-116/RS;Sul;Saida de  Pista;0;1;0;1;0;0;;;;;0;0;2;0;0
24/12/2010;23:40:00;110;com vitima;427,1;BR-116/RS;Norte;Atropelamento;1;0;0;1;0;0;;;;;1;0;1;0;0
24/12/2010;14:04:00;62;com vitima;500,8;BR-116/RS;Sul;Colisao Traseira;0;0;0;1;0;0;;;;;0;0;1;0;0
25/12/2010;16:36:00;44;sem vitima;427,4;BR-116/RS;Sul;Abalroamento transversal.;1;0;0;0;0;0;;;;;1;0;0;0;0
25/12/2010;13:44:00;34;sem vitima;18,2;BR-392/RS;Norte;Abalroamento transversal.;2;0;0;0;0;0;;;;;2;0;0;0;0
25/12/2010;10:02:00;15;com vitima;42,2;BR-392/RS;Sul;Outros Tipos de acidente;0;0;2;1;0;0;;;;;1;0;1;0;0
25/12/2010;10:25:00;19;com vitima;530,8;BR-116/RS;Norte;Abalroamento transversal.;0;0;3;0;0;0;;;;;16;1;0;0;0
25/12/2010;00:10:00;1;sem vitima;613,2;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;6;0;0;0;0
26/12/2010;09:23:00;17;sem vitima;400,8;BR-116/RS;Norte;Tombamento;2;0;0;0;0;0;;;;;3;0;0;0;0
27/12/2010;10:24:00;38;sem vitima;66,9;BR-392/RS;Sul;Outros Tipos de acidente;1;0;0;0;0;0;;;;;1;0;0;0;0
27/12/2010;16:13:00;75;sem vitima;524,3;BR-116/RS;Norte;Atropelamento de animal;1;0;0;0;0;0;;;;;2;0;0;0;0
27/12/2010;16:26:00;76;com vitima;85,7;BR-392/RS;Norte;Saida de Pista;0;0;0;1;0;0;;;;;0;0;2;0;0
30/12/2010;08:13:00;14;sem vitima;66,9;BR-392/RS;Sul;Abalroamento transversal.;1;0;0;0;0;0;;;;;1;0;0;0;0
30/12/2010;07:52:00;13;sem vitima;521,9;BR-116/RS;Norte;Tombamento;1;0;1;0;0;0;;;;;3;0;0;0;0
30/12/2010;19:55:00;89;sem vitima;573,3;BR-116/RS;Norte;Saida de Pista;0;0;2;0;0;0;;;;;2;0;0;0;0
30/12/2010;16:51:00;65;sem vitima;591,3;BR-116/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;2;0;0;0;0
31/12/2010;08:55:00;24;sem vitima;478,2;BR-116/RS;Sul;Saida de Pista;0;0;0;0;1;0;;;;;1;0;0;0;0
31/12/2010;05:12:00;13;com vitima;515,5;BR-116/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;0;1;0;0;0
31/12/2010;05:59:00;14;sem vitima;87,1;BR-392/RS;Sul;Abalroamento transversal.;1;0;0;1;0;0;;;;;2;0;0;0;0
31/12/2010;12:05:00;42;sem vitima;588,1;BR-116/RS;Sul;Tombamento;0;0;3;0;0;0;;;;;3;0;0;0;0
01/01/2011;21:22:00;85;sem vitima;3,9;BR-392/RS;Sul;Atropelamento de animal;2;0;0;0;0;0;;;;;7;0;0;0;0
01/01/2011;23:31:00;91;com vitima;18,3;BR-293/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;1;0;0;1;0
01/01/2011;00:37:00;2;com vitima;19;BR-392/RS;Sul;Colisao Traseira;0;0;0;1;0;1;;;;;0;2;0;1;0
02/01/2011;15:15:00;52;com vitima;452,8;BR-116/RS;Norte;Colisao Frontal;1;0;0;0;0;0;;;;;0;3;0;0;0
02/01/2011;18:47:00;87;com vitima;27;BR-392/RS;Norte;Colisao Traseira;2;0;1;0;0;0;;;;;1;1;0;0;1
02/01/2011;08:46:00;20;sem vitima;39,8;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
02/01/2011;17:31:00;74;com vitima;51,3;BR-392/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;1;0;3;0;0
02/01/2011;17:11:00;69;com vitima;51,6;BR-392/RS;Norte;Colisao Traseira;3;0;0;0;0;0;;;;;3;0;0;1;0
02/01/2011;17:07:00;68;sem vitima;51,8;BR-392/RS;Norte;Colisao Traseira;0;0;2;0;0;0;;;;;1;0;0;0;0
02/01/2011;19:04:00;88;sem vitima;142,1;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
03/01/2011;14:30:00;63;com vitima;529,6;BR-116/RS;Norte;Tombamento;1;0;0;0;0;0;;;;;0;1;0;0;0
03/01/2011;12:19:00;53;com vitima;121,8;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;0;0;1;0;0
03/01/2011;07:13:00;13;com vitima;193,3;BR-392/RS;Norte;Saida de Pista;0;0;0;2;0;0;;;;;0;0;2;0;0
04/01/2011;01:48:00;1;com vitima;2;BR-392/RS;Sul;Outros Tipos de Acidente;0;0;0;1;0;0;;;;;0;0;1;0;0
05/01/2011;15:12:00;71;com vitima;59,3;BR-392/RS;Norte;Tombamento;0;0;0;1;0;0;;;;;0;2;0;0;0
06/01/2011;00:07:00;2;com vitima;6,3;BR-392/RS;Norte;Capotamento;0;0;0;1;0;0;;;;;0;2;0;0;0
06/01/2011;23:40:00;117;sem vitima;62,5;BR-293/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
06/01/2011;22:23:00;113;sem vitima;77,4;BR-392/RS;Sul;Colisao Frontal;1;0;0;0;0;0;;;;;2;0;0;0;0
06/01/2011;22:42:00;115;com vitima;77,4;BR-392/RS;Sul;Colisao Traseira;0;0;1;1;0;0;;;;;1;1;1;0;0
06/01/2011;20:26:00;104;com vitima;656,3;BR-116/RS;Norte;Colisao Traseira;1;0;0;1;0;0;;;;;1;1;0;0;0
07/01/2011;05:48:00;15;com vitima;41,3;BR-392/RS;Norte;Tombamento;1;0;0;0;0;0;;;;;2;0;1;0;0
07/01/2011;21:56:00;97;sem vitima;512,6;BR-116/RS;Sul;Abalroamento Transversal;0;0;2;0;0;0;;;;;1;0;0;0;0
07/01/2011;21:52:00;96;sem vitima;646,1;BR-116/RS;Norte;Atropelamento de animal;3;0;0;0;0;0;;;;;5;0;0;0;0
08/01/2011;09:47:00;30;sem vitima;130,3;BR-293/RS;Norte;Saida de Pista;1;0;2;0;0;0;;;;;2;0;0;0;0
08/01/2011;12:49:00;52;com vitima;84,7;BR-392/RS;Norte;Abalr.mesmo sentido;0;0;0;1;0;0;;;;;0;1;0;0;0
09/01/2011;17:55:00;88;com vitima;71,4;BR-392/RS;Sul;Abalr.mesmo sentido;1;0;0;0;0;0;;;;;0;1;1;0;0
09/01/2011;21:47:00;121;com vitima;95,8;BR-392/RS;Norte;Colisao com Objeto Fixo;1;0;0;0;0;0;;;;;3;2;0;0;0
10/01/2011;15:34:00;74;sem vitima;42,2;BR-392/RS;Sul;Atropelamento;4;0;0;0;0;0;;;;;4;0;0;0;0
10/01/2011;15:18:00;72;sem vitima;515,5;BR-116/RS;Sul;Saida de Pista;2;0;0;0;0;0;;;;;3;0;0;0;0
11/01/2011;08:16:00;14;sem vitima;2,3;BR-604/RS;Sul;Abalroamento Transversal;1;0;0;0;0;0;;;;;2;0;0;0;0
11/01/2011;14:40:00;59;com vitima;522,7;BR-116/RS;Norte;Abalroamento Transversal;1;0;0;0;0;0;;;;;0;0;0;1;0
11/01/2011;14:35:00;58;sem vitima;522,9;BR-116/RS;Sul;Tombamento;1;0;0;0;0;0;;;;;1;0;0;0;0
11/01/2011;11:29:00;38;sem vitima;80;BR-392/RS;Norte;Colisao com Objeto Fixo;1;0;2;0;0;0;;;;;2;0;0;0;0
12/01/2011;22:51:00;111;sem vitima;56,2;BR-392/RS;Norte;Atropelamento de Animal;1;0;2;0;0;0;;;;;4;0;0;0;0
12/01/2011;00:45:00;2;com vitima;567,1;BR-116/RS;Norte;Atropelamento de animal;0;0;0;1;0;0;;;;;0;1;0;0;0
13/01/2011;14:44:00;66;sem vitima;67;BR-392/RS;Sul;Abalroamento Transversal;0;0;3;0;0;0;;;;;6;0;0;0;0
15/01/2011;12:25:00;46;com vitima;0;BR-392/RS;Norte;Saida de Pista;0;0;1;1;0;0;;;;;0;1;0;1;0
15/01/2011;06:33:00;20;com vitima;408,3;BR-116/RS;Norte;Saida de Pista;0;0;2;0;0;0;;;;;1;0;1;0;0
16/01/2011;08:52:00;20;com vitima;402,3;BR-116/RS;Sul;Saida de Pista;0;0;1;1;1;0;;;;;24;0;1;0;0
16/01/2011;07:04:00;15;com vitima;6,6;BR-392/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;0;1;0;1;0
16/01/2011;18:21:00;74;sem vitima;11;BR-392/RS;Norte;Abalroamento Transversal;1;0;1;0;0;0;;;;;3;0;0;0;0
16/01/2011;10:23:00;23;sem vitima;551,4;BR-116/RS;Norte;Tombamento;1;0;0;0;0;0;;;;;1;0;0;0;0
17/01/2011;21:24:00;101;sem vitima;1;BR-392/RS;Norte;Atropelamento de animal;1;0;0;0;0;0;;;;;1;0;0;0;0
17/01/2011;23:04:00;103;sem vitima;5,5;BR-392/RS;Norte;Saida de Pista;0;0;4;0;0;0;;;;;2;0;0;0;0
18/01/2011;10:49:00;40;com vitima;15,9;BR-392/RS;Sul;Colisao Traseira;0;0;0;1;0;0;;;;;0;0;2;0;0
18/01/2011;13:09:00;63;com vitima;18;BR-392/RS;Norte;Abalr.Transversal;0;0;0;1;0;0;;;;;0;1;0;0;0
18/01/2011;23:22:00;123;sem vitima;453,4;BR-116/RS;Norte;Colisao Traseira;1;0;0;0;0;1;;;;;5;0;0;0;0
19/01/2011;17:11:00;77;com vitima;194,8;BR-392/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;2;0;1;0;0
20/01/2011;02:42:00;11;sem vitima;85,7;BR-293/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
20/01/2011;22:14:00;105;com vitima;172,1;BR-293/RS;Norte;Saida de Pista;0;0;0;1;0;0;;;;;0;1;1;0;0
21/01/2011;13:49:00;70;com vitima;77,8;BR-392/RS;Sul;Abalroamento Mesmo Sentido;1;0;0;0;0;0;;;;;0;0;1;0;0
21/01/2011;17:09:00;86;com vitima;115,6;BR-392/RS;Sul;Colisao Frontal;0;0;0;2;0;0;;;;;1;0;1;0;0
21/01/2011;20:07:00;112;sem vitima;118,4;BR-392/RS;Sul;Colisao com Objeto Fixo;2;0;0;0;0;0;;;;;6;0;0;0;0
22/01/2011;16:24:00;62;sem vitima;31,8;BR-293/RS;Norte;Tombamento;2;0;0;0;0;0;;;;;6;0;0;0;0
22/01/2011;14:33:00;53;sem vitima;32,2;BR-293/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;3;0;0;0;0
22/01/2011;15:34:00;55;sem vitima;110,8;BR-293/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;7;0;0;0;0
23/01/2011;00:00:00;23;com vitima;41,5;BR-392/RS;Sul;Colisao Traseira;1;1;0;0;0;0;;;;;5;0;0;0;1
23/01/2011;14:39:00;51;sem vitima;68,1;BR-392/RS;Sul;Tombamento;2;0;0;0;0;0;;;;;3;0;0;0;0
24/01/2011;10:15:00;37;com vitima;15,6;BR-293/RS;Norte;Abalroamento Transversal;0;0;1;0;0;0;;;;;1;1;0;0;1
24/01/2011;12:46:00;58;com vitima;170,3;BR-293/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;0;0;0;0;1
25/01/2011;19:14:00;92;sem vitima;14,9;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
26/01/2011;17:09:00;73;com vitima;560,6;BR-116/RS;Norte;Abalroamento Mesmo Sentido;0;0;4;0;0;0;;;;;2;1;0;1;0
28/01/2011;11:33:00;39;sem vitima;5,8;BR-392/RS;Sul;Colisao Traseira;1;0;1;0;0;0;;;;;4;0;0;0;0
28/01/2011;09:29:00;25;sem vitima;66,8;BR-392/RS;Norte;Outros Tipos de Acidente;0;0;0;1;0;0;;;;;1;0;0;0;0
28/01/2011;08:04:00;17;com vitima;78,3;BR-392/RS;Sul;Colisao Traseira;0;0;4;0;0;0;;;;;1;0;1;0;0
29/01/2011;10:32:00;38;sem vitima;18;BR-392/RS;Sul;Abalroamento Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
29/01/2011;15:05:00;61;com vitima;26,8;BR-392/RS;Sul;Outros Tipos de Acidente;1;0;2;0;0;0;;;;;1;0;0;1;0
30/01/2011;13:09:00;49;com vitima;21;BR-293/RS;Norte;Colisao Traseira;0;0;2;1;0;0;;;;;1;1;0;0;0
30/01/2011;22:54:00;101;com vitima;61,7;BR-293/RS;Norte;Abalroamento Transversal;1;0;0;0;0;0;;;;;0;1;0;0;0
30/01/2011;08:07:00;20;com vitima;66,9;BR-392/RS;Norte;Abalroamento Transversal;0;0;1;1;0;0;;;;;3;0;0;1;1
31/01/2011;12:33:00;40;com vitima;63,6;BR-392/RS;Sul;Colisao Traseira;1;0;0;1;0;0;;;;;4;0;1;0;0
31/01/2011;22:56:00;111;com vitima;136,5;BR-293/RS;Norte;Atropelamento de animal;0;0;2;0;0;1;;;;;2;1;0;0;0
31/01/2011;04:38:00;11;com vitima;587,5;BR-116/RS;Sul;Saida de Pista;0;0;0;1;0;0;;;;;0;1;1;0;0
31/01/2011;04:39:00;15;sem vitima;587,5;BR-116/RS;Norte;Colisao com Objeto Fixo;0;0;2;0;0;0;;;;;2;0;0;0;0
01/02/2011;06:40:00;14;sem vitima;80,6;BR-293/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;2;0;0;0;0
01/02/2011;17:20:00;67;com vitima;100,5;BR-392/RS;Sul;Atropelamento;0;0;0;1;0;0;;;;;0;0;1;0;0
02/02/2011;10:43:00;39;sem vitima;62,1;BR-392/RS;Norte;Colisao Traseira;0;0;4;0;0;0;;;;;2;0;0;0;0
03/02/2011;19:11:00;82;sem vitima;56;BR-293/RS;Norte;Colisao Traseira;1;0;2;0;0;0;;;;;2;0;0;0;0
03/02/2011;00:17:00;1;com vitima;117,5;BR-392/RS;Sul;Abalr.Transversal;0;0;1;0;0;0;;;;;0;0;1;0;0
04/02/2011;17:22:00;76;sem vitima;52;BR-392/RS;Norte;Colisao Traseira;2;0;0;0;0;0;;;;;2;0;0;0;0
04/02/2011;05:35:00;14;sem vitima;124;BR-293/RS;Norte;Colisao Traseira;2;0;0;0;0;0;;;;;3;0;0;0;0
04/02/2011;12:06:00;45;sem vitima;76,3;BR-392/RS;Sul;Abalr.Transversal;1;0;2;0;0;0;;;;;3;0;0;0;0
05/02/2011;07:50:00;17;sem vitima;477,3;BR-116/RS;Sul;Tombamento;0;0;3;0;0;0;;;;;2;0;0;0;0
05/02/2011;19:50:00;84;sem vitima;31,2;BR-392/RS;Sul;Atropelamento de Animal;0;0;1;0;0;0;;;;;1;0;0;0;0
05/02/2011;23:42:00;98;com vitima;105,5;BR-293/RS;Norte;Atropelamento de Animal;0;0;0;1;0;0;;;;;0;0;1;0;0
05/02/2011;23:43:00;99;sem vitima;529,8;BR-116/RS;Sul;Tombamento;0;0;2;0;0;0;;;;;2;0;0;0;0
06/02/2011;21:05:00;92;com vitima;18,9;BR-293/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;0;2;0;0;0
06/02/2011;17:42:00;70;sem vitima;23,4;BR-392/RS;Norte;Colisao Traseira;1;0;0;1;0;0;;;;;2;0;0;0;0
06/02/2011;01:54:00;8;sem vitima;91,9;BR-293/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;2;0;0;0;0
06/02/2011;04:47:00;15;sem vitima;126,2;BR-392/RS;Sul;Tombamento;1;0;2;0;0;0;;;;;2;0;0;0;0
07/02/2011;14:41:00;63;com vitima;430,4;BR-116/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;0;1;0;0;0
07/02/2011;05:48:00;14;sem vitima;526,4;BR-116/RS;Sul;Abalr.Transversal;0;0;2;0;0;0;;;;;2;0;0;0;0
07/02/2011;16:33:00;79;com vitima;161,7;BR-392/RS;Norte;Colisao Traseira;0;0;0;1;1;0;;;;;10;1;1;0;0
08/02/2011;08:09:00;12;sem vitima;11,9;BR-392/RS;Norte;Colisao Frontal;1;0;0;0;0;0;;;;;0;0;0;0;0
08/02/2011;09:47:00;17;sem vitima;472,1;BR-116/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;4;0;0;0;0
08/02/2011;16:55:00;59;com vitima;47,8;BR-392/RS;Sul;Tombamento;2;0;0;0;0;0;;;;;0;3;0;1;0
08/02/2011;23:41:00;85;sem vitima;139,8;BR-293/RS;Norte;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
08/02/2011;06:09:00;10;sem vitima;194;BR-392/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
09/02/2011;07:37:00;20;sem vitima;461,8;BR-116/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
09/02/2011;07:24:00;19;sem vitima;476,5;BR-116/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
09/02/2011;15:25:00;49;com vitima;492,2;BR-116/RS;Norte;Colisao Frontal;0;0;0;1;0;0;;;;;0;1;0;0;0
09/02/2011;09:04:00;28;com vitima;57;BR-392/RS;Norte;Outros tipos de acidente;1;0;1;1;0;0;;;;;3;0;1;0;0
09/02/2011;08:22:00;22;com vitima;121,7;BR-392/RS;Norte;Saida de Pista;1;0;0;1;0;0;;;;;1;1;0;0;0
10/02/2011;12:26:00;40;com vitima;25,9;BR-293/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;1;1;0;1;0
10/02/2011;19:32:00;70;sem vitima;18,4;BR-392/RS;Sul;Tombamento;1;0;1;0;0;0;;;;;2;0;0;0;0
10/02/2011;18:32:00;64;com vitima;83;BR-392/RS;Sul;Abalr.Transversal;0;0;2;2;0;0;;;;;4;0;0;1;0
10/02/2011;14:17:00;49;sem vitima;162,4;BR-293/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;2;0;0;0;0
11/02/2011;07:29:00;12;com vitima;2,6;BR-392/RS;Norte;Outros tipos de acidente;1;0;0;0;0;0;;;;;0;1;0;0;0
13/02/2011;16:30:00;57;com vitima;448,9;BR-116/RS;Sul;Outros tipos de acidente;0;0;0;1;0;0;;;;;0;1;1;0;0
13/02/2011;04:27:00;15;com vitima;33,6;BR-392/RS;Sul;Colisao Traseira;0;0;2;1;0;0;;;;;2;0;0;0;1
13/02/2011;19:41:00;75;sem vitima;66,9;BR-392/RS;Sul;Abalr.Transversal;0;0;1;0;0;1;;;;;2;0;0;0;0
13/02/2011;22:28:00;95;sem vitima;134,2;BR-293/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;2;0;0;0;0
13/02/2011;23:05:00;96;sem vitima;149,6;BR-293/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;2;0;0;0;0
13/02/2011;17:25:00;62;com vitima;533,7;BR-116/RS;Norte;Colisao Traseira;0;0;1;0;0;0;;;;;0;0;1;0;0
14/02/2011;21:01:00;93;com vitima;529,2;BR-116/RS;Norte;Abalr.Transversal;1;0;0;1;0;0;;;;;3;0;1;0;0
14/02/2011;21:57:00;96;com vitima;529,2;BR-116/RS;Sul;Colisao Traseira;1;1;0;0;0;0;;;;;1;0;1;0;0
14/02/2011;00:01:00;1;sem vitima;568,7;BR-116/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;1;0;0;0;0
15/02/2011;08:35:00;23;com vitima;515,7;BR-116/RS;Sul;Colisao Traseira;0;0;0;1;0;0;;;;;0;0;1;0;0
16/02/2011;21:31:00;112;com vitima;37;BR-293/RS;Norte;Tombamento;0;0;1;0;0;0;;;;;0;2;0;0;0
17/02/2011;11:24:00;37;sem vitima;403,7;BR-116/RS;Sul;Saida de Pista;0;0;2;0;0;0;;;;;1;0;0;0;0
19/02/2011;07:17:00;13;com vitima;519,7;BR-116/RS;Norte;Atropelamento;1;0;4;0;0;0;;;;;3;2;0;0;0
20/02/2011;12:21:00;32;sem vitima;474,6;BR-116/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
20/02/2011;21:04:00;82;com vitima;502,3;BR-116/RS;Sul;Outros tipos de acidente;1;0;0;0;0;0;;;;;0;0;0;0;1
20/02/2011;14:59:00;41;sem vitima;514,8;BR-116/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
20/02/2011;21:00:00;81;sem vitima;115;BR-293/RS;Norte;Atropelamento de Animal;0;0;2;0;0;0;;;;;1;0;0;0;0
20/02/2011;19:26:00;73;com vitima;71,5;BR-392/RS;Sul;Colisao Traseira;0;0;1;1;0;0;;;;;1;0;0;0;1
20/02/2011;06:12:00;11;sem vitima;103,5;BR-392/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;2;0;0;0;0
21/02/2011;22:38:00;113;sem vitima;37,6;BR-293/RS;Norte;Colisao Traseira;0;0;2;0;0;0;;;;;1;0;0;0;0
21/02/2011;15:50:00;77;sem vitima;50,7;BR-392/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;2;0;0;0;0
21/02/2011;22:03:00;112;sem vitima;526,5;BR-116/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;3;0;0;0;0
22/02/2011;11:16:00;29;com vitima;516,9;BR-116/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;0;1;0;0;0
22/02/2011;10:18:00;26;sem vitima;529,3;BR-116/RS;Sul;Outros tipos de acidente;1;0;0;0;0;0;;;;;5;0;0;0;0
22/02/2011;02:02:00;7;com vitima;104,3;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;0;1;0;0;0
23/02/2011;18:21:00;74;com vitima;475,4;BR-116/RS;Sul;Saida de Pista;2;0;0;0;0;0;;;;;0;3;0;0;4
23/02/2011;06:10:00;9;sem vitima;114,4;BR-293/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
23/02/2011;10:44:00;29;sem vitima;526,4;BR-116/RS;Sul;Colisao Traseira;3;0;0;0;0;0;;;;;9;0;0;0;0
24/02/2011;22:35:00;118;sem vitima;453,4;BR-116/RS;Sul;Abalr.Transversal;1;0;0;0;0;0;;;;;2;0;0;0;0
24/02/2011;08:46:00;26;com vitima;475,1;BR-116/RS;Norte;Saida de Pista;0;0;0;2;0;0;;;;;1;0;1;0;0
24/02/2011;20:48:00;108;sem vitima;61;BR-392/RS;Sul;Saida de Pista;0;0;2;0;0;0;;;;;1;0;0;0;0
24/02/2011;20:20:00;107;com vitima;2,3;BR-604/RS;Sul;Saida de Pista;1;0;0;1;0;0;;;;;0;1;1;0;0
24/02/2011;07:28:00;18;com vitima;62,4;BR-392/RS;Sul;Tombamento;0;0;2;0;0;0;;;;;0;1;0;0;0
24/02/2011;23:13:00;120;com vitima;523,9;BR-116/RS;Norte;Tombamento;1;0;0;0;0;0;;;;;0;1;1;0;0
24/02/2011;00:08:00;2;com vitima;157,2;BR-392/RS;Sul;Colisao Traseira;0;0;0;1;0;0;;;;;0;0;1;1;0
25/02/2011;07:09:00;11;com vitima;419,3;BR-116/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;0;0;1;0;0
25/02/2011;15:57:00;71;com vitima;65;BR-392/RS;Norte;Saida de Pista;2;0;2;0;0;0;;;;;4;1;0;0;0
25/02/2011;10:55:00;31;com vitima;529,2;BR-116/RS;Norte;Abalr.Transversal;1;0;0;1;0;0;;;;;1;0;1;0;0
26/02/2011;19:52:00;81;com vitima;15,6;BR-293/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;1;3;1;0;0
26/02/2011;20:17:00;83;sem vitima;29,5;BR-392/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
26/02/2011;15:12:00;53;sem vitima;87,9;BR-392/RS;Norte;Tombamento;0;0;2;0;0;;;;;;1;0;0;0;0
26/02/2011;19:22:00;77;sem vitima;112,3;BR-392/RS;Norte;Saida de Pista;0;0;2;0;0;0;;;;;1;0;0;0;0
27/02/2011;17:44:00;68;sem vitima;0,4;BR-604/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
27/02/2011;18:38:00;75;com vitima;8,8;BR-392/RS;Norte;Colisao Traseira;1;0;0;1;0;0;;;;;1;0;0;1;1
27/02/2011;22:33:00;102;sem vitima;482;BR-116/RS;Norte;Colisao Frontal;2;0;0;0;0;0;;;;;3;0;0;0;0
27/02/2011;20:05:00;89;com vitima;526,4;BR-116/RS;Norte;Abalr.Transversal;2;0;1;0;0;0;;;;;4;0;1;0;0
28/02/2011;17:27:00;72;sem vitima;65,1;BR-392/RS;Norte;Colisao Traseira;0;0;0;0;1;0;;;;;1;0;0;0;0
28/02/2011;11:54:00;51;com vitima;526,4;BR-116/RS;Norte;Abalr.Transversal;0;0;1;1;0;0;;;;;2;0;1;0;0
01/03/2011;22:43:00;115;com vitima;28;BR-392/RS;Norte;Colisao com Objeto Fixo;1;0;0;1;0;0;;;;;2;0;1;0;0
01/03/2011;11:04:00;51;sem vitima;42,5;BR-392/RS;Norte;Colisao Traseira;2;0;0;0;0;0;;;;;3;0;0;0;0
01/03/2011;17:40:00;93;sem vitima;43,2;BR-392/RS;Norte;Abalroamento mesmo sentido;1;0;0;0;0;0;;;;;1;0;0;0;0
01/03/2011;14:07:00;75;com vitima;137,2;BR-293/RS;Norte;Abalroamento Transversal;1;0;0;0;0;0;;;;;1;0;1;0;0
02/03/2011;13:22:00;64;sem vitima;464;BR-116/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
02/03/2011;20:39:00;103;com vitima;32;BR-392/RS;Sul;Colisao Traseira;1;0;0;1;0;0;;;;;1;1;1;0;0
03/03/2011;17:27:00;71;sem vitima;411,9;BR-116/RS;Sul;Outros tipos de acidente;2;0;0;0;0;0;;;;;2;0;0;0;0
03/03/2011;22:12:00;100;sem vitima;76,4;BR-392/RS;Sul;Colisao Traseira;0;0;1;0;0;0;;;;;1;0;0;0;0
04/03/2011;15:07:00;76;com vitima;3;BR-392/RS;Norte;Tombamento;1;0;1;0;0;0;;;;;1;0;1;0;0
04/03/2011;21:03:00;117;com vitima;419;BR-116/RS;Sul;Atropelamento de animal;0;0;0;1;0;0;;;;;0;0;1;0;0
04/03/2011;07:05:00;15;sem vitima;19,4;BR-392/RS;Norte;Abalroamento Transversal;1;0;2;0;0;0;;;;;2;0;0;0;0
04/03/2011;06:01:00;12;sem vitima;29,1;BR-293/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;6;0;0;0;0
04/03/2011;23:07:00;126;sem vitima;76,3;BR-392/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;2;0;0;0;0
06/03/2011;10:11:00;33;sem vitima;470,5;BR-116/RS;Norte;Outros tipos de acidente;0;0;1;0;0;0;;;;;1;0;0;0;0
06/03/2011;20:09:00;87;sem vitima;482,1;BR-116/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;3;0;0;0;0
