data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
15/05/2014;16:38:00;62;sem vitima;545;BR-116/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
15/05/2014;06:55:00;22;com vitima;550,8;BR-116/RS;Sul;Abalr.Sentido Oposto;1;0;1;0;0;0;;;;;2;1;0;0;0
16/05/2014;09:28:00;22;sem vitima;451,4;BR-116/RS;Norte;Abalr.Transversal;2;0;0;0;0;0;;;;;3;0;0;0;0
16/05/2014;10:49:00;29;sem vitima;474;BR-116/RS;Norte;Colisao Traseira;0;0;1;0;0;0;;;;;1;0;0;0;0
17/05/2014;08:18:00;25;sem vitima;400,8;BR-116/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
17/05/2014;05:25:00;16;sem vitima;31,7;BR-392/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;4;0;0;0;0
17/05/2014;14:27:00;50;sem vitima;48,5;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
17/05/2014;06:51:00;21;sem vitima;113;BR-293/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;4;0;0;0;0
17/05/2014;19:52:00;74;sem vitima;520,9;BR-116/RS;Sul;Abalr.Transversal;1;0;0;0;0;0;;;;;3;0;0;0;0
17/05/2014;10:34:00;35;com vitima;71,6;BR-392/RS;Norte;Colisao Traseira;0;0;0;1;0;0;;;;;2;2;0;0;0
18/05/2014;05:54:00;6;sem vitima;513,4;BR-116/RS;Sul;Tombamento;1;0;0;0;0;0;;;;;1;0;0;0;0
18/05/2014;17:50:00;60;com vitima;529,1;BR-116/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;2;1;0;0;0
19/05/2014;06:39:00;13;sem vitima;1,1;BR-392/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
20/05/2014;15:14:00;51;com vitima;36,5;BR-392/RS;Sul;Tombamento;1;0;0;0;0;0;;;;;1;1;0;0;0
21/05/2014;12:56:00;45;com vitima;15,5;BR-293/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;1;2;1;1;0
21/05/2014;17:52:00;59;com vitima;483,8;BR-116/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;1;0;1;1;1
21/05/2014;17:22:00;55;com vitima;59;BR-392/RS;Sul;Saida de Pista;0;0;1;1;0;0;;;;;1;0;0;1;0
22/05/2014;22:43:00;77;com vitima;15,7;BR-392/RS;Norte;Atropelamento;0;0;0;1;0;0;;;;;0;0;1;0;0
22/05/2014;23:22:00;82;sem vitima;26;BR-293/RS;Norte;Colisao com Objeto Fixo;0;0;1;0;0;0;;;;;1;0;0;0;0
22/05/2014;07:48:00;15;com vitima;45,1;BR-293/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;1;1;0;0
22/05/2014;06:38:00;13;sem vitima;498,7;BR-116/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;2;0;0;0;0
22/05/2014;17:26:00;53;sem vitima;63;BR-392/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;2;0;0;0;0
22/05/2014;17:20:00;50;sem vitima;564,8;BR-116/RS;Sul;Abalr.Transversal;1;0;1;0;0;0;;;;;2;0;0;0;0
22/05/2014;19:23:00;63;sem vitima;120,4;BR-392/RS;Norte;Abalr.Mesmo Sentido;1;0;0;1;0;0;;;;;3;0;0;0;0
23/05/2014;09:13:00;24;com vitima;516,9;BR-116/RS;Norte;Abalr.Transversal;0;0;0;1;0;0;;;;;0;1;0;0;0
24/05/2014;07:35:00;16;sem vitima;402,9;BR-116/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;3;0;0;0;0
24/05/2014;18:59:00;97;com vitima;468,5;BR-116/RS;Norte;Atropelamento de Animal;1;0;1;0;0;0;;;;;1;0;1;0;0
24/05/2014;18:53:00;96;com vitima;74,8;BR-392/RS;Sul;Abalr.Mesmo Sentido;1;0;2;0;0;0;;;;;1;0;2;0;0
24/05/2014;22:52:00;111;sem vitima;566;BR-116/RS;Sul;Atropelamento de Animal;1;0;0;0;0;0;;;;;2;0;0;0;0
25/05/2014;08:48:00;25;sem vitima;5,5;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
25/05/2014;19:03:00;97;sem vitima;570,3;BR-116/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;2;0;0;0;0
26/05/2014;15:13:00;73;sem vitima;61,3;BR-293/RS;Norte;Tombamento;1;0;1;0;0;0;;;;;2;0;0;0;0
26/05/2014;04:06:00;11;com vitima;52,7;BR-392/RS;Sul;Colisao Traseira;0;0;0;1;0;1;;;;;1;1;0;0;0
26/05/2014;10:36:00;45;sem vitima;66,4;BR-392/RS;Sul;Abalr.Transversal;3;0;0;0;0;0;;;;;5;0;0;0;0
26/05/2014;18:15:00;97;sem vitima;88,4;BR-392/RS;Norte;Abalr.Transversal;0;0;2;0;0;0;;;;;3;0;0;0;0
26/05/2014;17:08:00;91;com vitima;90,1;BR-392/RS;Sul;Colisao Traseira;1;0;1;0;0;0;;;;;1;4;0;0;0
27/05/2014;22:58:00;110;com vitima;34,3;BR-392/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;0;1;0;0;0
27/05/2014;11:50:00;53;com vitima;524,4;BR-116/RS;Norte;Abalr.Transversal;2;0;0;0;0;0;;;;;4;1;0;0;0
27/05/2014;12:17:00;55;sem vitima;524,4;BR-116/RS;Sul;Abalr.Mesmo Sentido;1;0;0;0;0;0;;;;;1;0;0;0;0
28/05/2014;17:26:00;114;sem vitima;36;BR-392/RS;Norte;Colisao Traseira;1;0;0;0;0;0;;;;;3;0;0;0;0
28/05/2014;04:24:00;12;com vitima;126,5;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;0;0;0;2;0
29/05/2014;06:39:00;14;sem vitima;406,3;BR-116/RS;Norte;Abalr.Sentido Oposto;1;0;0;0;0;0;;;;;1;0;0;0;0
29/05/2014;14:21:00;70;sem vitima;525,5;BR-116/RS;Sul;Colisao Traseira;2;0;0;0;0;0;;;;;2;0;0;0;0
30/05/2014;13:54:00;59;com vitima;404,2;BR-116/RS;Sul;Abalr.Sentido Oposto;1;0;1;0;0;0;;;;;1;0;0;0;1
30/05/2014;18:18:00;98;sem vitima;499;BR-116/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;3;0;0;0;0
30/05/2014;06:08:00;6;sem vitima;525,8;BR-116/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
30/05/2014;02:30:00;5;com vitima;526,6;BR-116/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;0;3;0;0;0
30/05/2014;07:33:00;9;sem vitima;595,8;BR-116/RS;Sul;Saida de Pista;2;0;0;0;0;0;;;;;7;0;0;0;0
30/05/2014;16:28:00;82;com vitima;614,7;BR-116/RS;Norte;Abalr.Transversal;1;0;0;1;0;0;;;;;1;0;1;0;0
31/05/2014;02:36:00;11;sem vitima;400,5;BR-116/RS;Sul;Colisao com Objeto Fixo;1;0;0;0;0;0;;;;;3;0;0;0;0
31/05/2014;21:25:00;113;sem vitima;66,9;BR-392/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
31/05/2014;07:37:00;19;com vitima;76,7;BR-392/RS;Norte;Saida de Pista;0;0;1;0;0;0;;;;;0;1;0;0;0
01/06/2014;17:04:00;75;com vitima;532,5;BR-116/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;0;0;0;4;0
02/06/2014;16:58:00;85;com vitima;487,7;BR-116/RS;Sul;Saida de Pista;1;0;0;1;0;0;;;;;1;0;1;0;0
02/06/2014;18:38:00;103;sem vitima;513;BR-116/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;4;0;0;0;0
03/06/2014;08:35:00;30;sem vitima;66,9;BR-392/RS;Norte;Colisao Traseira;0;0;1;0;0;0;;;;;1;0;0;0;0
03/06/2014;18:39:00;103;sem vitima;524;BR-116/RS;Sul;Abalr.Mesmo Sentido;1;0;0;0;0;0;;;;;1;0;0;0;0
03/06/2014;14:47:00;74;com vitima;525,4;BR-116/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;0;1;0;0;0
03/06/2014;00:17:00;8;com vitima;103;BR-392/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;1;0;2;0;0
04/06/2014;02:52:00;20;sem vitima;18,3;BR-392/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
04/06/2014;07:46:00;32;com vitima;475,5;BR-116/RS;Norte;Colisao Traseira;0;0;0;1;0;0;;;;;0;1;0;0;0
04/06/2014;18:37:00;103;sem vitima;519,9;BR-116/RS;Sul;Abalr.Transversal;1;0;1;0;0;0;;;;;5;0;0;0;0
04/06/2014;20:02:00;116;sem vitima;85,5;BR-392/RS;Norte;Colisao com Objeto Fixo;1;0;0;0;0;0;;;;;4;0;0;0;0
04/06/2014;08:12:00;39;com vitima;193,4;BR-392/RS;Sul;Tombamento;1;0;1;0;0;0;;;;;1;1;0;0;0
05/06/2014;15:59:00;100;sem vitima;40,1;BR-392/RS;Norte;Saida de Pista;0;0;1;0;0;0;;;;;2;0;0;0;0
07/06/2014;07:46:00;28;sem vitima;23,2;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;2;0;0;0;0
07/06/2014;09:25:00;37;sem vitima;521;BR-116/RS;Norte;Abalr.Transversal;2;0;0;0;0;0;;;;;4;0;0;0;0
09/06/2014;21:24:00;118;com vitima;4,9;BR-392/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;1;2;0;2;0
09/06/2014;10:33:00;44;com vitima;49,9;BR-293/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;0;2;1;0;0
09/06/2014;18:02:00;95;sem vitima;517;BR-116/RS;Norte;Abalr.Transversal;0;0;1;0;1;0;;;;;2;0;0;0;0
10/06/2014;23:51:00;159;sem vitima;7,4;BR-392/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;4;0;0;0;0
10/06/2014;19:08:00;130;sem vitima;528,5;BR-116/RS;Norte;Colisao Traseira;0;0;1;0;0;0;;;;;2;0;0;0;0
11/06/2014;01:00:00;9;sem vitima;8,4;BR-392/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;3;0;0;0;0
11/06/2014;10:15:00;52;com vitima;36;BR-392/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;5;1;0;0;0
13/06/2014;06:42:00;22;com vitima;98,5;BR-392/RS;Sul;Abalr.Sentido Oposto;1;0;1;0;0;0;;;;;1;1;1;0;0
13/06/2014;08:47:00;34;com vitima;141,1;BR-392/RS;Norte;Saida de Pista;0;0;1;0;0;0;;;;;0;2;0;0;0
15/06/2014;03:35:00;20;sem vitima;403;BR-116/RS;Norte;Colisao Frontal;0;0;1;0;0;0;;;;;2;0;0;0;0
15/06/2014;16:54:00;75;com vitima;46,2;BR-392/RS;Norte;Saida de Pista;0;0;3;0;0;0;;;;;0;0;2;0;1
15/06/2014;07:20:00;25;com vitima;75,1;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;0;0;0;1;0
16/06/2014;13:51:00;75;com vitima;517;BR-116/RS;Norte;Abalr.Transversal;2;0;1;0;0;0;;;;;4;2;0;0;0
16/06/2014;17:17:00;102;sem vitima;118;BR-392/RS;Sul;Abalr.Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
17/06/2014;02:16:00;15;sem vitima;4,2;BR-392/RS;Norte;Abalr.Transversal;1;0;1;0;0;0;;;;;8;0;0;0;0
17/06/2014;22:49:00;115;com vitima;8;BR-392/RS;Norte;Atropelamento;1;0;1;0;0;0;;;;;1;1;0;0;0
17/06/2014;15:14:00;81;sem vitima;20,5;BR-392/RS;Sul;Colisao Traseira;2;0;0;0;0;0;;;;;4;0;0;0;0
19/06/2014;12:40:00;75;com vitima;428,4;BR-116/RS;Sul;Tombamento;1;0;0;0;0;0;;;;;1;0;1;0;0
19/06/2014;00:27:00;10;com vitima;467,4;BR-116/RS;Sul;Atropelamento de Animal;0;0;1;0;0;0;;;;;2;0;0;0;1
19/06/2014;02:34:00;21;sem vitima;42,5;BR-392/RS;Sul;Saida de Pista;2;0;0;0;0;0;;;;;5;0;0;0;0
20/06/2014;14:01:00;65;sem vitima;68,2;BR-392/RS;Norte;Colisao Traseira;1;0;3;0;0;0;;;;;10;0;0;0;0
20/06/2014;10:52:00;46;com vitima;529,1;BR-116/RS;Norte;Abalr.Mesmo Sentido;1;0;1;0;0;0;;;;;2;1;0;0;0
22/06/2014;00:06:00;2;com vitima;1,7;BR-392/RS;Sul;Colisao Frontal;2;0;0;0;0;0;;;;;0;1;2;1;0
22/06/2014;08:00:00;19;com vitima;15,7;BR-293/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;1;0;3;0;0
22/06/2014;12:29:00;44;com vitima;68,4;BR-392/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;1;0;0;0;1
22/06/2014;17:44:00;66;com vitima;525,3;BR-116/RS;Sul;Colisao Traseira;1;0;0;1;0;0;;;;;4;1;0;0;0
22/06/2014;16:48:00;62;com vitima;196,5;BR-392/RS;Sul;Tombamento;1;0;1;0;0;0;;;;;1;2;2;0;0
23/06/2014;12:52:00;61;sem vitima;1,5;BR-392/RS;Sul;Colisao Frontal;1;0;0;0;0;0;;;;;3;0;0;0;0
24/06/2014;17:58:00;92;com vitima;464,8;BR-116/RS;Sul;Abalr.Transversal;1;0;0;1;0;0;;;;;3;1;0;0;0
24/06/2014;10:39:00;41;com vitima;46,6;BR-392/RS;Sul;Saida de Pista;0;0;0;2;0;0;;;;;0;2;0;0;0
25/06/2014;02:38:00;15;com vitima;414,8;BR-116/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;1;1;1;0;0
25/06/2014;18:14:00;88;sem vitima;43,9;BR-293/RS;Norte;Colisao Traseira;1;0;2;0;0;0;;;;;3;0;0;0;0
25/06/2014;02:54:00;17;com vitima;49,7;BR-392/RS;Norte;Colisao com Objeto Fixo;1;0;0;1;0;0;;;;;0;0;1;1;0
25/06/2014;14:22:00;65;com vitima;529,3;BR-116/RS;Norte;Abalr.Transversal;0;0;2;0;0;0;;;;;1;0;1;0;0
25/06/2014;07:55:00;29;sem vitima;104,3;BR-392/RS;Norte;Colisao Traseira;0;0;2;0;0;0;;;;;2;0;0;0;0
26/06/2014;23:34:00;110;com vitima;467,6;BR-116/RS;Sul;Abalr.Sentido Oposto;3;0;0;0;0;0;;;;;5;1;0;0;0
26/06/2014;11:55:00;48;sem vitima;484,1;BR-116/RS;Norte;Colisao Traseira;1;0;0;0;1;0;;;;;2;0;0;0;0
26/06/2014;07:41:00;20;sem vitima;66,7;BR-392/RS;Sul;Abalr.Transversal;0;0;1;0;0;0;;;;;1;0;0;0;0
26/06/2014;15:39:00;69;sem vitima;80,4;BR-392/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;1;0;0;0;0
26/06/2014;09:40:00;35;sem vitima;526,3;BR-116/RS;Norte;Abalr.Transversal;0;0;1;0;0;0;;;;;1;0;0;0;0
26/06/2014;21:21:00;105;sem vitima;119,8;BR-392/RS;Norte;Abalr.Sentido Oposto;0;0;1;0;0;0;;;;;1;0;0;0;0
27/06/2014;15:03:00;79;com vitima;49,2;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;0;1;0;0;0
27/06/2014;09:36:00;38;com vitima;67,6;BR-392/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;0;2;0;0;0
27/06/2014;06:15:00;16;com vitima;71,4;BR-392/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;1;1;0;0;0
27/06/2014;12:28:00;62;sem vitima;71,4;BR-392/RS;Norte;Outros tipos de acidente;0;0;2;0;0;0;;;;;3;0;0;0;0
28/06/2014;06:17:00;24;com vitima;8,9;BR-392/RS;Norte;Abalr.Transversal;1;0;0;1;0;0;;;;;3;1;0;0;0
29/06/2014;23:45:00;111;com vitima;2,8;BR-392/RS;Sul;Colisao com Objeto Fixo;0;0;0;1;0;0;;;;;0;1;1;0;0
29/06/2014;17:36:00;82;com vitima;510,3;BR-116/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;2;2;0;0;0
29/06/2014;17:39:00;83;sem vitima;583,3;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;4;0;0;0;0
30/06/2014;00:51:00;3;com vitima;15;BR-392/RS;Norte;Atropelamento de Animal;0;0;0;1;0;0;;;;;0;1;0;0;0
30/06/2014;13:02:00;58;sem vitima;464,7;BR-116/RS;Sul;Outros tipos de acidente;1;0;1;0;0;0;;;;;2;0;0;0;0
30/06/2014;10:08:00;37;sem vitima;66,9;BR-392/RS;Sul;Abalr.Transversal;2;0;0;0;0;0;;;;;2;0;0;0;0
30/06/2014;09:18:00;33;com vitima;90,3;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;0;1;0;0;0
30/06/2014;12:40:00;57;com vitima;529;BR-116/RS;Norte;Abalr.Transversal;0;0;0;1;0;0;;;;;0;0;1;0;0
01/07/2014;20:14:00;100;sem vitima;2,9;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
01/07/2014;19:53:00;97;sem vitima;510;BR-116/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;4;0;0;0;0
01/07/2014;06:56:00;18;sem vitima;525,7;BR-116/RS;Sul;Atropelamento de Animal;1;0;0;0;0;1;;;;;2;0;0;0;0
02/07/2014;09:38:00;42;com vitima;465,3;BR-116/RS;Sul;Saida de Pista;2;0;0;0;0;0;;;;;4;1;1;0;0
02/07/2014;09:42:00;43;sem vitima;66,5;BR-392/RS;Sul;Abalr.Transversal;1;0;1;0;0;0;;;;;4;0;0;0;0
02/07/2014;18:57:00;100;com vitima;526;BR-116/RS;Norte;Abalr.Mesmo Sentido;1;0;0;0;0;0;;;;;0;2;0;0;0
03/07/2014;16:53:00;91;com vitima;494;BR-116/RS;Norte;Abalr.Sentido Oposto;0;0;0;1;0;0;;;;;0;1;0;0;0
03/07/2014;09:58:00;38;sem vitima;76,2;BR-392/RS;Sul;Abalr.Mesmo Sentido;1;0;0;0;0;0;;;;;2;0;0;0;0
03/07/2014;23:52:00;125;sem vitima;526,5;BR-116/RS;Norte;Abalr.Transversal;2;0;0;0;0;0;;;;;5;0;0;0;0
04/07/2014;00:03:00;1;com vitima;400,8;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;2;1;0;0;0
04/07/2014;16:52:00;80;com vitima;447;BR-116/RS;Norte;Abalr.Transversal;2;0;0;0;0;0;;;;;1;1;2;0;0
04/07/2014;23:32:00;95;com vitima;491,9;BR-116/RS;Sul;Colisao com Objeto Fixo;0;0;0;1;0;0;;;;;0;1;0;0;0
04/07/2014;16:27:00;77;com vitima;505,2;BR-116/RS;Sul;Abalr.Mesmo Sentido;1;0;1;0;0;0;;;;;0;2;0;0;0
04/07/2014;15:45:00;73;com vitima;120,9;BR-392/RS;Norte;Abalr.Mesmo Sentido;0;0;1;1;0;0;;;;;1;0;2;0;0
05/07/2014;01:46:00;11;sem vitima;12,8;BR-392/RS;Sul;Colisao Traseira;0;0;2;0;0;0;;;;;2;0;0;0;0
05/07/2014;18:53:00;101;com vitima;94,4;BR-392/RS;Sul;Abalr.Transversal;0;0;0;1;0;0;;;;;1;1;0;0;0
05/07/2014;10:22:00;35;sem vitima;117,1;BR-392/RS;Sul;Abalr.Transversal;0;0;1;0;0;0;;;;;1;0;0;0;0
05/07/2014;02:19:00;16;sem vitima;118,5;BR-392/RS;Sul;Colisao com Objeto Fixo;2;0;0;0;0;0;;;;;2;0;0;0;0
06/07/2014;05:25:00;20;sem vitima;2,6;BR-392/RS;Sul;Colisao com Objeto Fixo;1;0;0;0;0;0;;;;;1;0;0;0;0
06/07/2014;12:42:00;53;com vitima;16,5;BR-392/RS;Norte;Saida de Pista;1;1;0;0;0;0;;;;;1;0;1;0;0
07/07/2014;16:24:00;96;com vitima;41,8;BR-392/RS;Norte;Tombamento;1;0;1;0;0;0;;;;;1;1;0;0;0
07/07/2014;06:51:00;19;com vitima;519,6;BR-116/RS;Norte;Atropelamento;0;0;0;1;0;0;;;;;0;1;0;0;0
07/07/2014;22:09:00;122;sem vitima;521,4;BR-116/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;4;0;0;0;0
09/07/2014;07:35:00;23;com vitima;531,7;BR-116/RS;Norte;Abalr.Mesmo Sentido;1;0;0;0;0;0;;;;;0;0;1;0;0
09/07/2014;11:22:00;44;sem vitima;613,2;BR-116/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;3;0;0;0;0
10/07/2014;15:17:00;81;sem vitima;25;BR-392/RS;Norte;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
10/07/2014;09:57:00;45;com vitima;531;BR-116/RS;Sul;Colisao Traseira;1;0;1;0;0;0;;;;;1;0;1;0;0
10/07/2014;18:33:00;99;com vitima;557,7;BR-116/RS;Norte;Saida de Pista;0;0;0;1;0;0;;;;;0;0;1;0;0
11/07/2014;06:12:00;20;sem vitima;426,6;BR-116/RS;Norte;Atropelamento de Animal;1;0;0;0;0;0;;;;;3;0;0;0;0
11/07/2014;16:53:00;97;sem vitima;451,6;BR-116/RS;Norte;Tombamento;2;0;0;0;0;0;;;;;3;0;0;0;0
11/07/2014;22:53:00;127;com vitima;458,3;BR-116/RS;Sul;Atropelamento de Animal;1;1;0;0;0;0;;;;;1;0;1;0;0
11/07/2014;17:20:00;101;sem vitima;66,5;BR-392/RS;Sul;Abalr.Transversal;1;0;1;0;0;0;;;;;2;0;0;0;0
11/07/2014;13:58:00;76;sem vitima;76,1;BR-392/RS;Sul;Abalr.Mesmo Sentido;1;0;0;0;0;0;;;;;1;0;0;0;0
13/07/2014;03:42:00;22;sem vitima;27,7;BR-392/RS;Norte;Abalr.Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
13/07/2014;18:48:00;87;com vitima;123,3;BR-392/RS;Norte;Abalr.Transversal;1;0;0;1;0;0;;;;;1;0;1;0;0
14/07/2014;15:45:00;70;sem vitima;44,8;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;3;0;0;0;0
14/07/2014;23:35:00;123;sem vitima;61;BR-392/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;1;0;0;0;0
14/07/2014;13:30:00;61;com vitima;66,9;BR-392/RS;Sul;Abalr.Transversal;1;0;1;0;0;0;;;;;1;1;0;0;0
14/07/2014;14:05:00;63;sem vitima;80,4;BR-392/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;5;0;0;0;0
14/07/2014;17:47:00;92;com vitima;584;BR-116/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;1;2;0;0;0
15/07/2014;06:05:00;22;sem vitima;442,7;BR-116/RS;Norte;Colisao Frontal;1;0;0;0;1;0;;;;;2;0;0;0;0
15/07/2014;08:02:00;35;com vitima;654,4;BR-116/RS;Sul;Saida de Pista;1;0;1;0;0;0;;;;;3;1;0;0;0
16/07/2014;07:02:00;26;sem vitima;513,9;BR-116/RS;Sul;Colisao com Objeto Fixo;1;0;0;0;0;0;;;;;1;0;0;0;0
16/07/2014;09:36:00;35;sem vitima;66,8;BR-392/RS;Sul;Abalr.Transversal;1;0;0;0;0;0;;;;;1;0;0;0;0
16/07/2014;14:01:00;63;com vitima;527,1;BR-116/RS;Sul;Saida de Pista;1;0;0;0;0;0;;;;;0;1;0;0;0
17/07/2014;07:30:00;29;sem vitima;1,4;BR-392/RS;Sul;Colisao Frontal;2;0;0;0;0;0;;;;;2;0;0;0;0
17/07/2014;19:03:00;100;sem vitima;527,6;BR-116/RS;Sul;Colisao Traseira;0;0;1;0;0;0;;;;;3;0;0;0;0
18/07/2014;22:23:00;108;sem vitima;5,4;BR-392/RS;Norte;Saida de Pista;1;0;1;0;0;0;;;;;3;0;0;0;0
18/07/2014;10:15:00;38;sem vitima;482;BR-116/RS;Norte;Colisao Traseira;1;0;1;0;0;0;;;;;2;0;0;0;0
18/07/2014;18:42:00;91;sem vitima;132;BR-392/RS;Sul;Colisao Frontal;1;0;1;0;0;0;;;;;2;0;0;0;0
21/07/2014;18:29:00;96;sem vitima;25;BR-392/RS;Norte;Atropelamento;1;0;0;0;0;0;;;;;1;0;0;0;0
21/07/2014;17:37:00;87;com vitima;516,9;BR-116/RS;Norte;Abalr.Transversal;1;1;0;0;0;0;;;;;1;0;0;1;0
21/07/2014;15:51:00;79;sem vitima;71,5;BR-392/RS;Sul;Abalr.Mesmo Sentido;0;0;2;0;0;0;;;;;4;0;0;0;0
22/07/2014;22:31:00;129;sem vitima;26,5;BR-392/RS;Norte;Colisao com Objeto Fixo;0;0;2;0;0;0;;;;;2;0;0;0;0
22/07/2014;17:33:00;98;sem vitima;81,5;BR-392/RS;Sul;Abalr.Sentido Oposto;0;0;1;0;0;0;;;;;1;0;0;0;0
22/07/2014;15:40:00;85;com vitima;557,5;BR-116/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;0;3;0;0;0
22/07/2014;05:36:00;19;sem vitima;194;BR-392/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
23/07/2014;13:50:00;70;sem vitima;516;BR-116/RS;Sul;Saida de Pista;0;0;1;0;0;0;;;;;1;0;0;0;0
23/07/2014;14:39:00;73;com vitima;624,1;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;0;3;1;0;0
23/07/2014;18:42:00;97;sem vitima;656,8;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;2;0;0;0;0
25/07/2014;16:06:00;83;com vitima;416,3;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;0;0;1;3;0
25/07/2014;01:36:00;13;sem vitima;487;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;4;0;0;0;0
25/07/2014;05:58:00;20;com vitima;61,6;BR-392/RS;Norte;Colisao com Objeto Fixo;1;0;2;0;0;0;;;;;5;1;1;0;0
25/07/2014;08:16:00;26;sem vitima;530,1;BR-116/RS;Norte;Abalr.Transversal;2;0;0;0;0;0;;;;;3;0;0;0;0
26/07/2014;01:01:00;13;com vitima;4,4;BR-392/RS;Sul;Colisao Traseira;1;0;0;0;0;0;;;;;0;4;0;0;0
26/07/2014;14:20:00;79;com vitima;53,5;BR-392/RS;Norte;Saida de Pista;0;0;1;0;0;0;;;;;0;2;0;0;0
26/07/2014;14:38:00;81;com vitima;68,2;BR-392/RS;Norte;Outros tipos de acidente;1;0;0;0;0;0;;;;;0;4;0;0;0
27/07/2014;05:52:00;21;com vitima;441;BR-116/RS;Norte;Saida de Pista;2;0;0;0;0;0;;;;;1;2;0;0;0
27/07/2014;05:18:00;19;sem vitima;99,5;BR-392/RS;Sul;Saida de Pista;0;0;2;0;0;0;;;;;3;0;0;0;0
27/07/2014;19:14:00;90;sem vitima;531,4;BR-116/RS;Norte;Abalr.Mesmo Sentido;0;0;1;0;0;0;;;;;1;0;0;0;0
27/07/2014;17:04:00;68;com vitima;596,1;BR-116/RS;Norte;Saida de Pista;1;0;0;0;0;0;;;;;0;1;0;0;0
